pair_id,subject,clip,comparison_type,distortion_type,video_a,video_b,level_a,level_b
408,0100,pickup_box,reference_vs_distorted,smoothing,single/0100_pickup_box_reference.mp4,single/0100_pickup_box_smoothing_mild.mp4,reference,mild
409,0100,pickup_box,reference_vs_distorted,smoothing,single/0100_pickup_box_reference.mp4,single/0100_pickup_box_smoothing_moderate.mp4,reference,moderate
410,0100,pickup_box,reference_vs_distorted,smoothing,single/0100_pickup_box_reference.mp4,single/0100_pickup_box_smoothing_severe.mp4,reference,severe
411,0100,pickup_box,reference_vs_distorted,param_quantization,single/0100_pickup_box_reference.mp4,single/0100_pickup_box_param_quantization_mild.mp4,reference,mild
412,0100,pickup_box,reference_vs_distorted,param_quantization,single/0100_pickup_box_reference.mp4,single/0100_pickup_box_param_quantization_moderate.mp4,reference,moderate
413,0100,pickup_box,reference_vs_distorted,param_quantization,single/0100_pickup_box_reference.mp4,single/0100_pickup_box_param_quantization_severe.mp4,reference,severe
414,0100,pickup_box,reference_vs_distorted,vertex_quantization,single/0100_pickup_box_reference.mp4,single/0100_pickup_box_vertex_quantization_mild.mp4,reference,mild
415,0100,pickup_box,reference_vs_distorted,vertex_quantization,single/0100_pickup_box_vertex_quantization_moderate.mp4,single/0100_pickup_box_reference.mp4,moderate,reference
416,0100,pickup_box,reference_vs_distorted,vertex_quantization,single/0100_pickup_box_vertex_quantization_severe.mp4,single/0100_pickup_box_reference.mp4,severe,reference
417,0100,pickup_box,reference_vs_distorted,mesh_decimation,single/0100_pickup_box_mesh_decimation_mild.mp4,single/0100_pickup_box_reference.mp4,mild,reference
418,0100,pickup_box,reference_vs_distorted,mesh_decimation,single/0100_pickup_box_reference.mp4,single/0100_pickup_box_mesh_decimation_moderate.mp4,reference,moderate
419,0100,pickup_box,reference_vs_distorted,mesh_decimation,single/0100_pickup_box_mesh_decimation_severe.mp4,single/0100_pickup_box_reference.mp4,severe,reference
420,0100,pickup_box,reference_vs_distorted,texture_compression,single/0100_pickup_box_reference.mp4,single/0100_pickup_box_texture_compression_mild.mp4,reference,mild
421,0100,pickup_box,reference_vs_distorted,texture_compression,single/0100_pickup_box_reference.mp4,single/0100_pickup_box_texture_compression_moderate.mp4,reference,moderate
422,0100,pickup_box,reference_vs_distorted,texture_compression,single/0100_pickup_box_reference.mp4,single/0100_pickup_box_texture_compression_severe.mp4,reference,severe
423,0100,pickup_box,reference_vs_distorted,motion_blur,single/0100_pickup_box_reference.mp4,single/0100_pickup_box_motion_blur_mild.mp4,reference,mild
424,0100,pickup_box,reference_vs_distorted,motion_blur,single/0100_pickup_box_reference.mp4,single/0100_pickup_box_motion_blur_moderate.mp4,reference,moderate
425,0100,pickup_box,reference_vs_distorted,motion_blur,single/0100_pickup_box_motion_blur_severe.mp4,single/0100_pickup_box_reference.mp4,severe,reference
426,0100,pickup_box,adjacent_severity,jitter,single/0100_pickup_box_jitter_mild.mp4,single/0100_pickup_box_jitter_moderate.mp4,mild,moderate
427,0100,pickup_box,adjacent_severity,jitter,single/0100_pickup_box_jitter_severe.mp4,single/0100_pickup_box_jitter_moderate.mp4,severe,moderate
428,0100,pickup_box,adjacent_severity,joint_noise,single/0100_pickup_box_joint_noise_mild.mp4,single/0100_pickup_box_joint_noise_moderate.mp4,mild,moderate
429,0100,pickup_box,adjacent_severity,joint_noise,single/0100_pickup_box_joint_noise_moderate.mp4,single/0100_pickup_box_joint_noise_severe.mp4,moderate,severe
430,0100,pickup_box,adjacent_severity,frame_drop,single/0100_pickup_box_frame_drop_mild.mp4,single/0100_pickup_box_frame_drop_moderate.mp4,mild,moderate
431,0100,pickup_box,adjacent_severity,frame_drop,single/0100_pickup_box_frame_drop_moderate.mp4,single/0100_pickup_box_frame_drop_severe.mp4,moderate,severe
432,0100,pickup_box,adjacent_severity,smoothing,single/0100_pickup_box_smoothing_mild.mp4,single/0100_pickup_box_smoothing_moderate.mp4,mild,moderate
433,0100,pickup_box,adjacent_severity,smoothing,single/0100_pickup_box_smoothing_moderate.mp4,single/0100_pickup_box_smoothing_severe.mp4,moderate,severe
434,0100,pickup_box,adjacent_severity,param_quantization,single/0100_pickup_box_param_quantization_mild.mp4,single/0100_pickup_box_param_quantization_moderate.mp4,mild,moderate
435,0100,pickup_box,adjacent_severity,param_quantization,single/0100_pickup_box_param_quantization_moderate.mp4,single/0100_pickup_box_param_quantization_severe.mp4,moderate,severe
436,0100,pickup_box,adjacent_severity,vertex_quantization,single/0100_pickup_box_vertex_quantization_moderate.mp4,single/0100_pickup_box_vertex_quantization_mild.mp4,moderate,mild
437,0100,pickup_box,adjacent_severity,vertex_quantization,single/0100_pickup_box_vertex_quantization_severe.mp4,single/0100_pickup_box_vertex_quantization_moderate.mp4,severe,moderate
438,0100,pickup_box,adjacent_severity,mesh_decimation,single/0100_pickup_box_mesh_decimation_moderate.mp4,single/0100_pickup_box_mesh_decimation_mild.mp4,moderate,mild
439,0100,pickup_box,adjacent_severity,mesh_decimation,single/0100_pickup_box_mesh_decimation_severe.mp4,single/0100_pickup_box_mesh_decimation_moderate.mp4,severe,moderate
440,0100,pickup_box,adjacent_severity,texture_compression,single/0100_pickup_box_texture_compression_moderate.mp4,single/0100_pickup_box_texture_compression_mild.mp4,moderate,mild
441,0100,pickup_box,adjacent_severity,texture_compression,single/0100_pickup_box_texture_compression_severe.mp4,single/0100_pickup_box_texture_compression_moderate.mp4,severe,moderate
442,0100,pickup_box,adjacent_severity,motion_blur,single/0100_pickup_box_motion_blur_mild.mp4,single/0100_pickup_box_motion_blur_moderate.mp4,mild,moderate
443,0100,pickup_box,adjacent_severity,motion_blur,single/0100_pickup_box_motion_blur_moderate.mp4,single/0100_pickup_box_motion_blur_severe.mp4,moderate,severe
444,0100,pickup_box,reference_vs_mixed,jitter+texture_compression,mixed/0100_pickup_box_jitter+texture_compression_mild+mild.mp4,single/0100_pickup_box_reference.mp4,mild+mild,reference
445,0100,pickup_box,reference_vs_mixed,jitter+texture_compression,single/0100_pickup_box_reference.mp4,mixed/0100_pickup_box_jitter+texture_compression_severe+severe.mp4,reference,severe+severe
446,0100,pickup_box,reference_vs_mixed,frame_drop+mesh_decimation,mixed/0100_pickup_box_frame_drop+mesh_decimation_mild+mild.mp4,single/0100_pickup_box_reference.mp4,mild+mild,reference
447,0100,pickup_box,reference_vs_mixed,frame_drop+mesh_decimation,mixed/0100_pickup_box_frame_drop+mesh_decimation_severe+severe.mp4,single/0100_pickup_box_reference.mp4,severe+severe,reference
448,0100,pickup_box,reference_vs_mixed,joint_noise+vertex_quantization,single/0100_pickup_box_reference.mp4,mixed/0100_pickup_box_joint_noise+vertex_quantization_mild+mild.mp4,reference,mild+mild
449,0100,pickup_box,reference_vs_mixed,joint_noise+vertex_quantization,mixed/0100_pickup_box_joint_noise+vertex_quantization_severe+severe.mp4,single/0100_pickup_box_reference.mp4,severe+severe,reference
450,0100,pickup_box,reference_vs_mixed,smoothing+texture_compression,mixed/0100_pickup_box_smoothing+texture_compression_mild+mild.mp4,single/0100_pickup_box_reference.mp4,mild+mild,reference
451,0100,pickup_box,reference_vs_mixed,smoothing+texture_compression,mixed/0100_pickup_box_smoothing+texture_compression_severe+severe.mp4,single/0100_pickup_box_reference.mp4,severe+severe,reference
452,0100,pickup_box,reference_vs_mixed,param_quantization+mesh_decimation,mixed/0100_pickup_box_param_quantization+mesh_decimation_mild+mild.mp4,single/0100_pickup_box_reference.mp4,mild+mild,reference
453,0100,pickup_box,reference_vs_mixed,param_quantization+mesh_decimation,mixed/0100_pickup_box_param_quantization+mesh_decimation_severe+severe.mp4,single/0100_pickup_box_reference.mp4,severe+severe,reference
454,0100,pickup_box,reference_vs_mixed,motion_blur+vertex_quantization,single/0100_pickup_box_reference.mp4,mixed/0100_pickup_box_motion_blur+vertex_quantization_mild+mild.mp4,reference,mild+mild
455,0100,pickup_box,reference_vs_mixed,motion_blur+vertex_quantization,mixed/0100_pickup_box_motion_blur+vertex_quantization_severe+severe.mp4,single/0100_pickup_box_reference.mp4,severe+severe,reference
456,0100,run,reference_vs_distorted,jitter,single/0100_run_jitter_mild.mp4,single/0100_run_reference.mp4,mild,reference
457,0100,run,reference_vs_distorted,jitter,single/0100_run_jitter_moderate.mp4,single/0100_run_reference.mp4,moderate,reference
458,0100,run,reference_vs_distorted,jitter,single/0100_run_jitter_severe.mp4,single/0100_run_reference.mp4,severe,reference
459,0100,run,reference_vs_distorted,joint_noise,single/0100_run_joint_noise_mild.mp4,single/0100_run_reference.mp4,mild,reference
460,0100,run,reference_vs_distorted,joint_noise,single/0100_run_joint_noise_moderate.mp4,single/0100_run_reference.mp4,moderate,reference
461,0100,run,reference_vs_distorted,joint_noise,single/0100_run_joint_noise_severe.mp4,single/0100_run_reference.mp4,severe,reference
462,0100,run,reference_vs_distorted,frame_drop,single/0100_run_frame_drop_mild.mp4,single/0100_run_reference.mp4,mild,reference
463,0100,run,reference_vs_distorted,frame_drop,single/0100_run_frame_drop_moderate.mp4,single/0100_run_reference.mp4,moderate,reference
464,0100,run,reference_vs_distorted,frame_drop,single/0100_run_reference.mp4,single/0100_run_frame_drop_severe.mp4,reference,severe
465,0100,run,reference_vs_distorted,smoothing,single/0100_run_reference.mp4,single/0100_run_smoothing_mild.mp4,reference,mild
466,0100,run,reference_vs_distorted,smoothing,single/0100_run_reference.mp4,single/0100_run_smoothing_moderate.mp4,reference,moderate
467,0100,run,reference_vs_distorted,smoothing,single/0100_run_reference.mp4,single/0100_run_smoothing_severe.mp4,reference,severe
468,0100,run,reference_vs_distorted,param_quantization,single/0100_run_reference.mp4,single/0100_run_param_quantization_mild.mp4,reference,mild
469,0100,run,reference_vs_distorted,param_quantization,single/0100_run_param_quantization_moderate.mp4,single/0100_run_reference.mp4,moderate,reference
470,0100,run,reference_vs_distorted,param_quantization,single/0100_run_param_quantization_severe.mp4,single/0100_run_reference.mp4,severe,reference
471,0100,run,reference_vs_distorted,vertex_quantization,single/0100_run_vertex_quantization_mild.mp4,single/0100_run_reference.mp4,mild,reference
472,0100,run,reference_vs_distorted,vertex_quantization,single/0100_run_vertex_quantization_moderate.mp4,single/0100_run_reference.mp4,moderate,reference
473,0100,run,reference_vs_distorted,vertex_quantization,single/0100_run_vertex_quantization_severe.mp4,single/0100_run_reference.mp4,severe,reference
474,0100,run,reference_vs_distorted,mesh_decimation,single/0100_run_reference.mp4,single/0100_run_mesh_decimation_mild.mp4,reference,mild
475,0100,run,reference_vs_distorted,mesh_decimation,single/0100_run_reference.mp4,single/0100_run_mesh_decimation_moderate.mp4,reference,moderate
476,0100,run,reference_vs_distorted,mesh_decimation,single/0100_run_mesh_decimation_severe.mp4,single/0100_run_reference.mp4,severe,reference
477,0100,run,reference_vs_distorted,texture_compression,single/0100_run_texture_compression_mild.mp4,single/0100_run_reference.mp4,mild,reference
478,0100,run,reference_vs_distorted,texture_compression,single/0100_run_texture_compression_moderate.mp4,single/0100_run_reference.mp4,moderate,reference
479,0100,run,reference_vs_distorted,texture_compression,single/0100_run_texture_compression_severe.mp4,single/0100_run_reference.mp4,severe,reference
480,0100,run,reference_vs_distorted,motion_blur,single/0100_run_motion_blur_mild.mp4,single/0100_run_reference.mp4,mild,reference
481,0100,run,reference_vs_distorted,motion_blur,single/0100_run_reference.mp4,single/0100_run_motion_blur_moderate.mp4,reference,moderate
482,0100,run,reference_vs_distorted,motion_blur,single/0100_run_motion_blur_severe.mp4,single/0100_run_reference.mp4,severe,reference
483,0100,run,adjacent_severity,jitter,single/0100_run_jitter_mild.mp4,single/0100_run_jitter_moderate.mp4,mild,moderate
484,0100,run,adjacent_severity,jitter,single/0100_run_jitter_moderate.mp4,single/0100_run_jitter_severe.mp4,moderate,severe
485,0100,run,adjacent_severity,joint_noise,single/0100_run_joint_noise_mild.mp4,single/0100_run_joint_noise_moderate.mp4,mild,moderate
486,0100,run,adjacent_severity,joint_noise,single/0100_run_joint_noise_severe.mp4,single/0100_run_joint_noise_moderate.mp4,severe,moderate
487,0100,run,adjacent_severity,frame_drop,single/0100_run_frame_drop_mild.mp4,single/0100_run_frame_drop_moderate.mp4,mild,moderate
488,0100,run,adjacent_severity,frame_drop,single/0100_run_frame_drop_severe.mp4,single/0100_run_frame_drop_moderate.mp4,severe,moderate
489,0100,run,adjacent_severity,smoothing,single/0100_run_smoothing_moderate.mp4,single/0100_run_smoothing_mild.mp4,moderate,mild
490,0100,run,adjacent_severity,smoothing,single/0100_run_smoothing_moderate.mp4,single/0100_run_smoothing_severe.mp4,moderate,severe
491,0100,run,adjacent_severity,param_quantization,single/0100_run_param_quantization_mild.mp4,single/0100_run_param_quantization_moderate.mp4,mild,moderate
492,0100,run,adjacent_severity,param_quantization,single/0100_run_param_quantization_moderate.mp4,single/0100_run_param_quantization_severe.mp4,moderate,severe
493,0100,run,adjacent_severity,vertex_quantization,single/0100_run_vertex_quantization_moderate.mp4,single/0100_run_vertex_quantization_mild.mp4,moderate,mild
494,0100,run,adjacent_severity,vertex_quantization,single/0100_run_vertex_quantization_severe.mp4,single/0100_run_vertex_quantization_moderate.mp4,severe,moderate
495,0100,run,adjacent_severity,mesh_decimation,single/0100_run_mesh_decimation_moderate.mp4,single/0100_run_mesh_decimation_mild.mp4,moderate,mild
496,0100,run,adjacent_severity,mesh_decimation,single/0100_run_mesh_decimation_severe.mp4,single/0100_run_mesh_decimation_moderate.mp4,severe,moderate
497,0100,run,adjacent_severity,texture_compression,single/0100_run_texture_compression_mild.mp4,single/0100_run_texture_compression_moderate.mp4,mild,moderate
498,0100,run,adjacent_severity,texture_compression,single/0100_run_texture_compression_moderate.mp4,single/0100_run_texture_compression_severe.mp4,moderate,severe
499,0100,run,adjacent_severity,motion_blur,single/0100_run_motion_blur_mild.mp4,single/0100_run_motion_blur_moderate.mp4,mild,moderate
500,0100,run,adjacent_severity,motion_blur,single/0100_run_motion_blur_severe.mp4,single/0100_run_motion_blur_moderate.mp4,severe,moderate
501,0100,run,reference_vs_mixed,jitter+texture_compression,single/0100_run_reference.mp4,mixed/0100_run_jitter+texture_compression_mild+mild.mp4,reference,mild+mild
502,0100,run,reference_vs_mixed,jitter+texture_compression,mixed/0100_run_jitter+texture_compression_severe+severe.mp4,single/0100_run_reference.mp4,severe+severe,reference
503,0100,run,reference_vs_mixed,frame_drop+mesh_decimation,single/0100_run_reference.mp4,mixed/0100_run_frame_drop+mesh_decimation_mild+mild.mp4,reference,mild+mild
504,0100,run,reference_vs_mixed,frame_drop+mesh_decimation,single/0100_run_reference.mp4,mixed/0100_run_frame_drop+mesh_decimation_severe+severe.mp4,reference,severe+severe
505,0100,run,reference_vs_mixed,joint_noise+vertex_quantization,single/0100_run_reference.mp4,mixed/0100_run_joint_noise+vertex_quantization_mild+mild.mp4,reference,mild+mild
506,0100,run,reference_vs_mixed,joint_noise+vertex_quantization,mixed/0100_run_joint_noise+vertex_quantization_severe+severe.mp4,single/0100_run_reference.mp4,severe+severe,reference
507,0100,run,reference_vs_mixed,smoothing+texture_compression,mixed/0100_run_smoothing+texture_compression_mild+mild.mp4,single/0100_run_reference.mp4,mild+mild,reference
508,0100,run,reference_vs_mixed,smoothing+texture_compression,mixed/0100_run_smoothing+texture_compression_severe+severe.mp4,single/0100_run_reference.mp4,severe+severe,reference
509,0100,run,reference_vs_mixed,param_quantization+mesh_decimation,single/0100_run_reference.mp4,mixed/0100_run_param_quantization+mesh_decimation_mild+mild.mp4,reference,mild+mild
510,0100,run,reference_vs_mixed,param_quantization+mesh_decimation,mixed/0100_run_param_quantization+mesh_decimation_severe+severe.mp4,single/0100_run_reference.mp4,severe+severe,reference
511,0100,run,reference_vs_mixed,motion_blur+vertex_quantization,single/0100_run_reference.mp4,mixed/0100_run_motion_blur+vertex_quantization_mild+mild.mp4,reference,mild+mild
512,0100,run,reference_vs_mixed,motion_blur+vertex_quantization,single/0100_run_reference.mp4,mixed/0100_run_motion_blur+vertex_quantization_severe+severe.mp4,reference,severe+severe
513,0100,walk,reference_vs_distorted,jitter,single/0100_walk_reference.mp4,single/0100_walk_jitter_mild.mp4,reference,mild
514,0100,walk,reference_vs_distorted,jitter,single/0100_walk_jitter_moderate.mp4,single/0100_walk_reference.mp4,moderate,reference
515,0100,walk,reference_vs_distorted,jitter,single/0100_walk_reference.mp4,single/0100_walk_jitter_severe.mp4,reference,severe
516,0100,walk,reference_vs_distorted,joint_noise,single/0100_walk_joint_noise_mild.mp4,single/0100_walk_reference.mp4,mild,reference
517,0100,walk,reference_vs_distorted,joint_noise,single/0100_walk_joint_noise_moderate.mp4,single/0100_walk_reference.mp4,moderate,reference
518,0100,walk,reference_vs_distorted,joint_noise,single/0100_walk_reference.mp4,single/0100_walk_joint_noise_severe.mp4,reference,severe
519,0100,walk,reference_vs_distorted,frame_drop,single/0100_walk_reference.mp4,single/0100_walk_frame_drop_mild.mp4,reference,mild
520,0100,walk,reference_vs_distorted,frame_drop,single/0100_walk_frame_drop_moderate.mp4,single/0100_walk_reference.mp4,moderate,reference
521,0100,walk,reference_vs_distorted,frame_drop,single/0100_walk_frame_drop_severe.mp4,single/0100_walk_reference.mp4,severe,reference
522,0100,walk,reference_vs_distorted,smoothing,single/0100_walk_reference.mp4,single/0100_walk_smoothing_mild.mp4,reference,mild
523,0100,walk,reference_vs_distorted,smoothing,single/0100_walk_reference.mp4,single/0100_walk_smoothing_moderate.mp4,reference,moderate
524,0100,walk,reference_vs_distorted,smoothing,single/0100_walk_reference.mp4,single/0100_walk_smoothing_severe.mp4,reference,severe
525,0100,walk,reference_vs_distorted,param_quantization,single/0100_walk_param_quantization_mild.mp4,single/0100_walk_reference.mp4,mild,reference
526,0100,walk,reference_vs_distorted,param_quantization,single/0100_walk_reference.mp4,single/0100_walk_param_quantization_moderate.mp4,reference,moderate
527,0100,walk,reference_vs_distorted,param_quantization,single/0100_walk_param_quantization_severe.mp4,single/0100_walk_reference.mp4,severe,reference
528,0100,walk,reference_vs_distorted,vertex_quantization,single/0100_walk_reference.mp4,single/0100_walk_vertex_quantization_mild.mp4,reference,mild
529,0100,walk,reference_vs_distorted,vertex_quantization,single/0100_walk_vertex_quantization_moderate.mp4,single/0100_walk_reference.mp4,moderate,reference
530,0100,walk,reference_vs_distorted,vertex_quantization,single/0100_walk_vertex_quantization_severe.mp4,single/0100_walk_reference.mp4,severe,reference
531,0100,walk,reference_vs_distorted,mesh_decimation,single/0100_walk_reference.mp4,single/0100_walk_mesh_decimation_mild.mp4,reference,mild
532,0100,walk,reference_vs_distorted,mesh_decimation,single/0100_walk_mesh_decimation_moderate.mp4,single/0100_walk_reference.mp4,moderate,reference
533,0100,walk,reference_vs_distorted,mesh_decimation,single/0100_walk_mesh_decimation_severe.mp4,single/0100_walk_reference.mp4,severe,reference
534,0100,walk,reference_vs_distorted,texture_compression,single/0100_walk_texture_compression_mild.mp4,single/0100_walk_reference.mp4,mild,reference
535,0100,walk,reference_vs_distorted,texture_compression,single/0100_walk_texture_compression_moderate.mp4,single/0100_walk_reference.mp4,moderate,reference
536,0100,walk,reference_vs_distorted,texture_compression,single/0100_walk_reference.mp4,single/0100_walk_texture_compression_severe.mp4,reference,severe
537,0100,walk,reference_vs_distorted,motion_blur,single/0100_walk_motion_blur_mild.mp4,single/0100_walk_reference.mp4,mild,reference
538,0100,walk,reference_vs_distorted,motion_blur,single/0100_walk_reference.mp4,single/0100_walk_motion_blur_moderate.mp4,reference,moderate
539,0100,walk,reference_vs_distorted,motion_blur,single/0100_walk_reference.mp4,single/0100_walk_motion_blur_severe.mp4,reference,severe
540,0100,walk,adjacent_severity,jitter,single/0100_walk_jitter_mild.mp4,single/0100_walk_jitter_moderate.mp4,mild,moderate
541,0100,walk,adjacent_severity,jitter,single/0100_walk_jitter_moderate.mp4,single/0100_walk_jitter_severe.mp4,moderate,severe
542,0100,walk,adjacent_severity,joint_noise,single/0100_walk_joint_noise_mild.mp4,single/0100_walk_joint_noise_moderate.mp4,mild,moderate
543,0100,walk,adjacent_severity,joint_noise,single/0100_walk_joint_noise_moderate.mp4,single/0100_walk_joint_noise_severe.mp4,moderate,severe
544,0100,walk,adjacent_severity,frame_drop,single/0100_walk_frame_drop_mild.mp4,single/0100_walk_frame_drop_moderate.mp4,mild,moderate
545,0100,walk,adjacent_severity,frame_drop,single/0100_walk_frame_drop_moderate.mp4,single/0100_walk_frame_drop_severe.mp4,moderate,severe
546,0100,walk,adjacent_severity,smoothing,single/0100_walk_smoothing_mild.mp4,single/0100_walk_smoothing_moderate.mp4,mild,moderate
547,0100,walk,adjacent_severity,smoothing,single/0100_walk_smoothing_severe.mp4,single/0100_walk_smoothing_moderate.mp4,severe,moderate
548,0100,walk,adjacent_severity,param_quantization,single/0100_walk_param_quantization_mild.mp4,single/0100_walk_param_quantization_moderate.mp4,mild,moderate
549,0100,walk,adjacent_severity,param_quantization,single/0100_walk_param_quantization_severe.mp4,single/0100_walk_param_quantization_moderate.mp4,severe,moderate
550,0100,walk,adjacent_severity,vertex_quantization,single/0100_walk_vertex_quantization_moderate.mp4,single/0100_walk_vertex_quantization_mild.mp4,moderate,mild
551,0100,walk,adjacent_severity,vertex_quantization,single/0100_walk_vertex_quantization_moderate.mp4,single/0100_walk_vertex_quantization_severe.mp4,moderate,severe
552,0100,walk,adjacent_severity,mesh_decimation,single/0100_walk_mesh_decimation_moderate.mp4,single/0100_walk_mesh_decimation_mild.mp4,moderate,mild
553,0100,walk,adjacent_severity,mesh_decimation,single/0100_walk_mesh_decimation_severe.mp4,single/0100_walk_mesh_decimation_moderate.mp4,severe,moderate
554,0100,walk,adjacent_severity,texture_compression,single/0100_walk_texture_compression_moderate.mp4,single/0100_walk_texture_compression_mild.mp4,moderate,mild
555,0100,walk,adjacent_severity,texture_compression,single/0100_walk_texture_compression_moderate.mp4,single/0100_walk_texture_compression_severe.mp4,moderate,severe
556,0100,walk,adjacent_severity,motion_blur,single/0100_walk_motion_blur_mild.mp4,single/0100_walk_motion_blur_moderate.mp4,mild,moderate
557,0100,walk,adjacent_severity,motion_blur,single/0100_walk_motion_blur_moderate.mp4,single/0100_walk_motion_blur_severe.mp4,moderate,severe
558,0100,walk,reference_vs_mixed,jitter+texture_compression,mixed/0100_walk_jitter+texture_compression_mild+mild.mp4,single/0100_walk_reference.mp4,mild+mild,reference
559,0100,walk,reference_vs_mixed,jitter+texture_compression,mixed/0100_walk_jitter+texture_compression_severe+severe.mp4,single/0100_walk_reference.mp4,severe+severe,reference
560,0100,walk,reference_vs_mixed,frame_drop+mesh_decimation,single/0100_walk_reference.mp4,mixed/0100_walk_frame_drop+mesh_decimation_mild+mild.mp4,reference,mild+mild
561,0100,walk,reference_vs_mixed,frame_drop+mesh_decimation,single/0100_walk_reference.mp4,mixed/0100_walk_frame_drop+mesh_decimation_severe+severe.mp4,reference,severe+severe
562,0100,walk,reference_vs_mixed,joint_noise+vertex_quantization,single/0100_walk_reference.mp4,mixed/0100_walk_joint_noise+vertex_quantization_mild+mild.mp4,reference,mild+mild
563,0100,walk,reference_vs_mixed,joint_noise+vertex_quantization,single/0100_walk_reference.mp4,mixed/0100_walk_joint_noise+vertex_quantization_severe+severe.mp4,reference,severe+severe
564,0100,walk,reference_vs_mixed,smoothing+texture_compression,single/0100_walk_reference.mp4,mixed/0100_walk_smoothing+texture_compression_mild+mild.mp4,reference,mild+mild
565,0100,walk,reference_vs_mixed,smoothing+texture_compression,mixed/0100_walk_smoothing+texture_compression_severe+severe.mp4,single/0100_walk_reference.mp4,severe+severe,reference
566,0100,walk,reference_vs_mixed,param_quantization+mesh_decimation,single/0100_walk_reference.mp4,mixed/0100_walk_param_quantization+mesh_decimation_mild+mild.mp4,reference,mild+mild
567,0100,walk,reference_vs_mixed,param_quantization+mesh_decimation,mixed/0100_walk_param_quantization+mesh_decimation_severe+severe.mp4,single/0100_walk_reference.mp4,severe+severe,reference
568,0100,walk,reference_vs_mixed,motion_blur+vertex_quantization,single/0100_walk_reference.mp4,mixed/0100_walk_motion_blur+vertex_quantization_mild+mild.mp4,reference,mild+mild
569,0100,walk,reference_vs_mixed,motion_blur+vertex_quantization,single/0100_walk_reference.mp4,mixed/0100_walk_motion_blur+vertex_quantization_severe+severe.mp4,reference,severe+severe
570,0150,bmlmovi_walk,reference_vs_distorted,jitter,single/0150_bmlmovi_walk_jitter_mild.mp4,single/0150_bmlmovi_walk_reference.mp4,mild,reference
571,0150,bmlmovi_walk,reference_vs_distorted,jitter,single/0150_bmlmovi_walk_reference.mp4,single/0150_bmlmovi_walk_jitter_moderate.mp4,reference,moderate
572,0150,bmlmovi_walk,reference_vs_distorted,jitter,single/0150_bmlmovi_walk_reference.mp4,single/0150_bmlmovi_walk_jitter_severe.mp4,reference,severe
573,0150,bmlmovi_walk,reference_vs_distorted,joint_noise,single/0150_bmlmovi_walk_joint_noise_mild.mp4,single/0150_bmlmovi_walk_reference.mp4,mild,reference
574,0150,bmlmovi_walk,reference_vs_distorted,joint_noise,single/0150_bmlmovi_walk_joint_noise_moderate.mp4,single/0150_bmlmovi_walk_reference.mp4,moderate,reference
575,0150,bmlmovi_walk,reference_vs_distorted,joint_noise,single/0150_bmlmovi_walk_joint_noise_severe.mp4,single/0150_bmlmovi_walk_reference.mp4,severe,reference
576,0150,bmlmovi_walk,reference_vs_distorted,frame_drop,single/0150_bmlmovi_walk_frame_drop_mild.mp4,single/0150_bmlmovi_walk_reference.mp4,mild,reference
577,0150,bmlmovi_walk,reference_vs_distorted,frame_drop,single/0150_bmlmovi_walk_frame_drop_moderate.mp4,single/0150_bmlmovi_walk_reference.mp4,moderate,reference
578,0150,bmlmovi_walk,reference_vs_distorted,frame_drop,single/0150_bmlmovi_walk_frame_drop_severe.mp4,single/0150_bmlmovi_walk_reference.mp4,severe,reference
579,0150,bmlmovi_walk,reference_vs_distorted,smoothing,single/0150_bmlmovi_walk_smoothing_mild.mp4,single/0150_bmlmovi_walk_reference.mp4,mild,reference
580,0150,bmlmovi_walk,reference_vs_distorted,smoothing,single/0150_bmlmovi_walk_smoothing_moderate.mp4,single/0150_bmlmovi_walk_reference.mp4,moderate,reference
581,0150,bmlmovi_walk,reference_vs_distorted,smoothing,single/0150_bmlmovi_walk_reference.mp4,single/0150_bmlmovi_walk_smoothing_severe.mp4,reference,severe
582,0150,bmlmovi_walk,reference_vs_distorted,param_quantization,single/0150_bmlmovi_walk_param_quantization_mild.mp4,single/0150_bmlmovi_walk_reference.mp4,mild,reference
583,0150,bmlmovi_walk,reference_vs_distorted,param_quantization,single/0150_bmlmovi_walk_reference.mp4,single/0150_bmlmovi_walk_param_quantization_moderate.mp4,reference,moderate
584,0150,bmlmovi_walk,reference_vs_distorted,param_quantization,single/0150_bmlmovi_walk_param_quantization_severe.mp4,single/0150_bmlmovi_walk_reference.mp4,severe,reference
585,0150,bmlmovi_walk,reference_vs_distorted,vertex_quantization,single/0150_bmlmovi_walk_vertex_quantization_mild.mp4,single/0150_bmlmovi_walk_reference.mp4,mild,reference
586,0150,bmlmovi_walk,reference_vs_distorted,vertex_quantization,single/0150_bmlmovi_walk_reference.mp4,single/0150_bmlmovi_walk_vertex_quantization_moderate.mp4,reference,moderate
587,0150,bmlmovi_walk,reference_vs_distorted,vertex_quantization,single/0150_bmlmovi_walk_reference.mp4,single/0150_bmlmovi_walk_vertex_quantization_severe.mp4,reference,severe
588,0150,bmlmovi_walk,reference_vs_distorted,mesh_decimation,single/0150_bmlmovi_walk_mesh_decimation_mild.mp4,single/0150_bmlmovi_walk_reference.mp4,mild,reference
589,0150,bmlmovi_walk,reference_vs_distorted,mesh_decimation,single/0150_bmlmovi_walk_reference.mp4,single/0150_bmlmovi_walk_mesh_decimation_moderate.mp4,reference,moderate
